"","Title","JournalSource","Year...5","Abstract","DOI","URL","NewLatitude","NewLongitude","RelevantSpecies"
"59","Effects of explosives on incubating lake trout eggs in the Canadian Arctic","NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT",2006,"Industrial development, including geophysical exploration and mining, has increased use of explosives in and near fish habitat. To protect fish and their incubating eggs, Canadian blasting guidelines contain maximum allowable limits for overpressure and peak particle velocity (PPV). Although many studies have focused on how overpressure causes mortality in fish, no studies have examined the effects of PPVs from explosives on fish eggs. We exposed the eggs of lake trout Salvelinus namaycush to blasts from an open-pit mine at Lac de Gras, Northwest Territories, and measured the effects on egg mortality. Twenty Plexiglas incubators, each containing 50 eggs, were placed in the lake substrate at four sites; blast-monitoring equipment was also positioned at these sites. Three sites were within 220 in of the pit's dike, in a zone where PPVs were predicted to exceed the guidelines. A reference site was located outside of this blast zone 2 km away from the pit. Substrate at one of the blast zone sites was composed of material used in dike construction, whereas other sites were natural spawning shoals. To assess egg mortality during the period of greatest egg sensitivity to physical disturbance, half of the incubators were retrieved after 20 d; the remaining incubators were retrieved at ice-out. After 20 d, mortality at two of the three blast zone sites was lower than reference mortality, whereas mortality at the third site did not differ from the reference level. At ice-out, the single blast zone site with nonnatural substrate had higher mortality (by 10%) than the reference site. Ice-out mortality at the other two blast zone sites was similar to that of the reference site. Given that the largest blast exposure (28.5 mm/s) throughout the incubation period was more than double the current maximum allowable limit but still produced mortality similar to the reference level, we suggest that existing guidelines provide ample protection under these blasting conditions. The margin of this protection, however, remains unknown.","10.1577/M05-132.1",NA,"64.470567","-110.535173","Salvelinus namaycush"
"60","Effects of forestry roads on reproductive habitat and exploitation of lake trout (Salvelinus namaycush) in three experimental lakes","Canadian Journal of Fisheries and Aquatic Sciences",2000,"<jats:p> This study was designed to test the effects of two potential impacts of forest access roads on lake trout (Salvelinus namaycush) lakes in the Boreal Shield ecozone: (i) loss of reproductive habitat through siltation and (ii) increased access and exploitation. During an 9-year study (1991-1999) in Whitepine Lake, access to seven original spawning sites and over 250 alternate spawning sites was progressively removed by covering the substrate with opaque plastic sheeting to simulate siltation. No effects on recruitment of lake trout have yet been detected. Mark-recapture estimates of juvenile (&lt;370 mm fork length) abundance remained high, mean body size did not increase, and emergent alevins continued to be produced from the alternate spawning sites each year. Similar results occurred in a short-term study in Helen Lake. The lack of obvious effects of reproductive habitat loss was in sharp contrast with the rapid and severe effects that fishing pressure exerted on the lake trout population in Michaud Lake where access was improved by construction of a 12-km forest access road. These findings suggest that lake trout can tolerate substantial losses in spawning habitat, but natural populations, particularly in small lakes, must be protected from excessive exploitation. </jats:p>","10.1139/f00-129","https://lens.org/015-494-672-986-149","41.38878","-122.21023","Salvelinus namaycush"
"61","Effects of forestry roads on reproductive habitat and exploitation of lake trout (Salvelinus namaycush) in three experimental lakes","Canadian Journal of Fisheries and Aquatic Sciences",2000,"<jats:p> This study was designed to test the effects of two potential impacts of forest access roads on lake trout (Salvelinus namaycush) lakes in the Boreal Shield ecozone: (i) loss of reproductive habitat through siltation and (ii) increased access and exploitation. During an 9-year study (1991-1999) in Whitepine Lake, access to seven original spawning sites and over 250 alternate spawning sites was progressively removed by covering the substrate with opaque plastic sheeting to simulate siltation. No effects on recruitment of lake trout have yet been detected. Mark-recapture estimates of juvenile (&lt;370 mm fork length) abundance remained high, mean body size did not increase, and emergent alevins continued to be produced from the alternate spawning sites each year. Similar results occurred in a short-term study in Helen Lake. The lack of obvious effects of reproductive habitat loss was in sharp contrast with the rapid and severe effects that fishing pressure exerted on the lake trout population in Michaud Lake where access was improved by construction of a 12-km forest access road. These findings suggest that lake trout can tolerate substantial losses in spawning habitat, but natural populations, particularly in small lakes, must be protected from excessive exploitation. </jats:p>","10.1139/f00-129","https://lens.org/015-494-672-986-149","46.819072","-81.238272","Salvelinus namaycush"
"62","Effects of forestry roads on reproductive habitat and exploitation of lake trout (Salvelinus namaycush) in three experimental lakes","Canadian Journal of Fisheries and Aquatic Sciences",2000,"<jats:p> This study was designed to test the effects of two potential impacts of forest access roads on lake trout (Salvelinus namaycush) lakes in the Boreal Shield ecozone: (i) loss of reproductive habitat through siltation and (ii) increased access and exploitation. During an 9-year study (1991-1999) in Whitepine Lake, access to seven original spawning sites and over 250 alternate spawning sites was progressively removed by covering the substrate with opaque plastic sheeting to simulate siltation. No effects on recruitment of lake trout have yet been detected. Mark-recapture estimates of juvenile (&lt;370 mm fork length) abundance remained high, mean body size did not increase, and emergent alevins continued to be produced from the alternate spawning sites each year. Similar results occurred in a short-term study in Helen Lake. The lack of obvious effects of reproductive habitat loss was in sharp contrast with the rapid and severe effects that fishing pressure exerted on the lake trout population in Michaud Lake where access was improved by construction of a 12-km forest access road. These findings suggest that lake trout can tolerate substantial losses in spawning habitat, but natural populations, particularly in small lakes, must be protected from excessive exploitation. </jats:p>","10.1139/f00-129","https://lens.org/015-494-672-986-149","47.282780","-80.831713","Salvelinus namaycush"
"63","Efficacy of Shoal Liming for Rehabilitation of Lake Trout Populations in Acidâ€Stressed Lakes","North American Journal of Fisheries Management",1993,"Abstract We tested the efficacy of adding crushed limestone of various grades (particle sizes) to spawning shoals to increase survival of eggs and embryos of lake trout Salvelinus namaycush in acidic lakes. Spawning lake trout did not avoid shoals where limestone was applied, and egg density from natural spawning was the same in both treated and untreated areas. Experimental limestone treatment increased pH and calcium while decreasing concentrations of inorganic aluminum in the interstitial water of the spawning shoals. Under ambient conditions in which control embryo mortality was high, incubation within limestone substrate significantly increased the survival of embryos. We find that shoal liming is an effective management technique to improve lake trout embryo survival in acidic lakes where whole-lake water quality can still support juvenile and adult lake trout.","10.1577/1548-8675(1993)013<0766:eoslfr>2.3.co;2","https://lens.org/139-806-690-002-285","46.109326","-81.233641","Salvelinus namaycush"
"64","Efficacy of Shoal Liming for Rehabilitation of Lake Trout Populations in Acidâ€Stressed Lakes","North American Journal of Fisheries Management",1993,"Abstract We tested the efficacy of adding crushed limestone of various grades (particle sizes) to spawning shoals to increase survival of eggs and embryos of lake trout Salvelinus namaycush in acidic lakes. Spawning lake trout did not avoid shoals where limestone was applied, and egg density from natural spawning was the same in both treated and untreated areas. Experimental limestone treatment increased pH and calcium while decreasing concentrations of inorganic aluminum in the interstitial water of the spawning shoals. Under ambient conditions in which control embryo mortality was high, incubation within limestone substrate significantly increased the survival of embryos. We find that shoal liming is an effective management technique to improve lake trout embryo survival in acidic lakes where whole-lake water quality can still support juvenile and adult lake trout.","10.1577/1548-8675(1993)013<0766:eoslfr>2.3.co;2","https://lens.org/139-806-690-002-285","47.123744","-80.853537","Salvelinus namaycush"
"65","Efficacy of Shoal Liming for Rehabilitation of Lake Trout Populations in Acidâ€Stressed Lakes","North American Journal of Fisheries Management",1993,"Abstract We tested the efficacy of adding crushed limestone of various grades (particle sizes) to spawning shoals to increase survival of eggs and embryos of lake trout Salvelinus namaycush in acidic lakes. Spawning lake trout did not avoid shoals where limestone was applied, and egg density from natural spawning was the same in both treated and untreated areas. Experimental limestone treatment increased pH and calcium while decreasing concentrations of inorganic aluminum in the interstitial water of the spawning shoals. Under ambient conditions in which control embryo mortality was high, incubation within limestone substrate significantly increased the survival of embryos. We find that shoal liming is an effective management technique to improve lake trout embryo survival in acidic lakes where whole-lake water quality can still support juvenile and adult lake trout.","10.1577/1548-8675(1993)013<0766:eoslfr>2.3.co;2","https://lens.org/139-806-690-002-285","45.648429","-80.235349","Salvelinus namaycush"
"66","Egg - size of pelagic and nearshore spawning Coregonids (Coregonus lavaretus L.) from Lake Constance correlated with the fish weight","Archiv fÃ¼r Hydrobiologie",1987,NA,"10.1127/archiv-hydrobiol/109/1987/519","https://lens.org/107-536-206-195-065","47.6036595288889","9.4181237457532","Coregonus lavaretus lavaretus"
"67","Egg - size of pelagic and nearshore spawning Coregonids (Coregonus lavaretus L.) from Lake Constance correlated with the fish weight","Archiv fÃ¼r Hydrobiologie",1987,NA,"10.1127/archiv-hydrobiol/109/1987/519","https://lens.org/107-536-206-195-065","47.6036595288889","9.4181237457532","Coregonus lavaretus makrophthalmus"
"68","Elevated summer temperatures delay spawning and reduce redd construction for resident brook trout (Salvelinus fontinalis)","GLOBAL CHANGE BIOLOGY",2012,"Redd (nest) surveys for resident brook trout (Salvelinus fontinalis) were conducted annually in a mountain lake in northern New York for 11years with multiple surveys conducted during the spawning season in eight of those years. Repeated surveys throughout the spawning season allowed us to fit an individually based parametric model and estimate the day of year on which spawning was initiated, reached its midpoint, and ended during each year. Spawning phenology was then assessed relative to (1) mean of maximum daily air temperature and (2) mean of maximum daily water temperature at the lake bottom during summer in each year using a linear model. Elevated temperatures in summer were correlated with a delay in spawning and a reduction in the total number of redds constructed. Increasing the summer mean of maximum daily air temperatures by 1 degrees C delayed spawning by approximately 1week and decreased the total number of redds constructed by nearly 65. Lake spawning brook trout select redd sites based on the presence of discharging groundwater that is relatively constant in temperature within and across years, leading to relatively consistent egg incubation times. Therefore, delayed spawning is likely to delay fry emergence, which could influence emergence synchrony with prey items. This work highlights non-lethal and sub-lethal effects of elevated summer temperatures on native resident salmonids in aquatic environments with limited thermal refugia.","10.1111/j.1365-2486.2012.02670.x",NA,"43.966280","-74.870320","Salvelinus fontinalis"
"69","Elevated temperature and deposited sediment jointly affect early life history traits in southernmost Arctic char populations","Canadian Journal of Fisheries and Aquatic Sciences",2021,"The combination of global warming and local stressors can have dramatic consequences on freshwater biota. Sediment deposition is an important pressure that can affect benthic species and benthic ontogenetic stages (eggs and larvae) habitat quality. However, knowledge on the effects of sediment in a warming context is lacking. We used a common garden approach to examine the effects of combined exposure to elevated temperature and deposited sediment on early life history traits in offspring of four wild Arctic char (Salvelinus alpinus) populations, originating from geographically isolated lakes at the southern edge of the species range. We report interactive effects of temperature and sediment, with higher temperature exacerbating the negative effects of sediments on the duration of the incubation period and on the body size – yolk expenditure trade-off during development. Our results highlight that reevaluating the impacts of sediment on organisms under the lens of global warming and at the scale of several wild populations is needed to improve our understanding of how vulnerable species can respond to environmental changes.","10.1139/cjfas-2020-0256","https://doi.org/10.1139/cjfas-2020-0256","45.495587","2.887581","Salvelinus alpinus"
"70","Elevated temperature and deposited sediment jointly affect early life history traits in southernmost Arctic char populations","Canadian Journal of Fisheries and Aquatic Sciences",2021,"The combination of global warming and local stressors can have dramatic consequences on freshwater biota. Sediment deposition is an important pressure that can affect benthic species and benthic ontogenetic stages (eggs and larvae) habitat quality. However, knowledge on the effects of sediment in a warming context is lacking. We used a common garden approach to examine the effects of combined exposure to elevated temperature and deposited sediment on early life history traits in offspring of four wild Arctic char (Salvelinus alpinus) populations, originating from geographically isolated lakes at the southern edge of the species range. We report interactive effects of temperature and sediment, with higher temperature exacerbating the negative effects of sediments on the duration of the incubation period and on the body size – yolk expenditure trade-off during development. Our results highlight that reevaluating the impacts of sediment on organisms under the lens of global warming and at the scale of several wild populations is needed to improve our understanding of how vulnerable species can respond to environmental changes.","10.1139/cjfas-2020-0256","https://doi.org/10.1139/cjfas-2020-0256","43.764307","6.180514","Salvelinus alpinus"
"71","Establishment of Reproducing Populations of Brook Trout after Stocking of Interstrain Hybrids in Precambrian Shield Lakes","North American Journal of Fisheries Management",1989,"Abstract Planted interstrain-hybrid and wild-strain brook trout Salvelinus fontinalis established self-propagating populations in four Precambrian Shield lakes in which earlier plantings of a domestic strain had failed to reproduce successfully. The purpose of this study was to document successful reproduction by interstrain-hybrid and wild brook trout and to suggest reasons why the domestic strain failed to reproduce. Nearly all brook trout were marked before stocking so that planted fish could be distinguished from lake-reared fish in gill-net catches. The tentative conclusion is that during its long period of domestication (more than 20 generations), the domestic strain had lost much of its ability to locate and use suitable spawning areas. A secondary factor was the poor survival to maturity of the domestic strain relative to the hybrid and wild strains.","10.1577/1548-8675(1989)009<0352:eorpob>2.3.co;2","https://lens.org/118-389-279-000-347","45.685238","-78.197081","Salvelinus fontinalis"
"72","Establishment of Reproducing Populations of Brook Trout after Stocking of Interstrain Hybrids in Precambrian Shield Lakes","North American Journal of Fisheries Management",1989,"Abstract Planted interstrain-hybrid and wild-strain brook trout Salvelinus fontinalis established self-propagating populations in four Precambrian Shield lakes in which earlier plantings of a domestic strain had failed to reproduce successfully. The purpose of this study was to document successful reproduction by interstrain-hybrid and wild brook trout and to suggest reasons why the domestic strain failed to reproduce. Nearly all brook trout were marked before stocking so that planted fish could be distinguished from lake-reared fish in gill-net catches. The tentative conclusion is that during its long period of domestication (more than 20 generations), the domestic strain had lost much of its ability to locate and use suitable spawning areas. A secondary factor was the poor survival to maturity of the domestic strain relative to the hybrid and wild strains.","10.1577/1548-8675(1989)009<0352:eorpob>2.3.co;2","https://lens.org/118-389-279-000-347","45.688305","-78.228497","Salvelinus fontinalis"
"73","Establishment of Reproducing Populations of Brook Trout after Stocking of Interstrain Hybrids in Precambrian Shield Lakes","North American Journal of Fisheries Management",1989,"Abstract Planted interstrain-hybrid and wild-strain brook trout Salvelinus fontinalis established self-propagating populations in four Precambrian Shield lakes in which earlier plantings of a domestic strain had failed to reproduce successfully. The purpose of this study was to document successful reproduction by interstrain-hybrid and wild brook trout and to suggest reasons why the domestic strain failed to reproduce. Nearly all brook trout were marked before stocking so that planted fish could be distinguished from lake-reared fish in gill-net catches. The tentative conclusion is that during its long period of domestication (more than 20 generations), the domestic strain had lost much of its ability to locate and use suitable spawning areas. A secondary factor was the poor survival to maturity of the domestic strain relative to the hybrid and wild strains.","10.1577/1548-8675(1989)009<0352:eorpob>2.3.co;2","https://lens.org/118-389-279-000-347","45.676470","-78.224055","Salvelinus fontinalis"
"74","Establishment of Reproducing Populations of Brook Trout after Stocking of Interstrain Hybrids in Precambrian Shield Lakes","North American Journal of Fisheries Management",1989,"Abstract Planted interstrain-hybrid and wild-strain brook trout Salvelinus fontinalis established self-propagating populations in four Precambrian Shield lakes in which earlier plantings of a domestic strain had failed to reproduce successfully. The purpose of this study was to document successful reproduction by interstrain-hybrid and wild brook trout and to suggest reasons why the domestic strain failed to reproduce. Nearly all brook trout were marked before stocking so that planted fish could be distinguished from lake-reared fish in gill-net catches. The tentative conclusion is that during its long period of domestication (more than 20 generations), the domestic strain had lost much of its ability to locate and use suitable spawning areas. A secondary factor was the poor survival to maturity of the domestic strain relative to the hybrid and wild strains.","10.1577/1548-8675(1989)009<0352:eorpob>2.3.co;2","https://lens.org/118-389-279-000-347","45.659587","-78.053856","Salvelinus fontinalis"
"75","Estimates of egg deposition and effects of lake trout (Salvelinus namaycush) egg predators in three regions of the Great Lakes","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2005,"Excessive mortality from spawning through the first year of life is likely responsible for recruitment failures in many lake trout (Salvelinus namaycush) populations. We evaluated relationships between interstitial predator species and lake trout egg deposition in three regions of the Great Lakes. The introduced crayfish Orconectes rusticus dominated the nearshore zone in northern Lake Michigan, whereas other sites in Lake Michigan and Parry Sound were dominated by native Orconectes propinquus. In Lake Champlain, sculpin (Cottus spp.) were the most common interstitial predator, yet densities were comparable with those in Lake Michigan. Predator densities in Lake Michigan (mean +/- standard error = 15.5 +/- 0.4 predators center dot m(-2)) were twice those in Lake Champlain or Parry Sound (6 +/- 1 predators center dot m(-2)). Densities of eggs were higher in Lake Champlain (2994.1 +/- 398.3 eggs center dot m(-2)) and Parry Sound (454.7 +/- 36.3) than in Lake Michigan (7.5 +/- 1.3; Kruskal-Wallis, P <= 0.05). Ratios of eggs to predator provide simple measures of the effectiveness of lake trout rehabilitation efforts. The average ratio calculated from 10 successful spawning locations is 190 eggs center dot predator(-1 center dot)m(-2). Ratios may help establish target egg densities for restoration efforts and the concentration of spawning adults required to allow survival to the fry stage.","10.1139/F05-141",NA,"44.33413","-73.31610","Salvelinus namaycush"
"76","Estimates of egg deposition and effects of lake trout (Salvelinus namaycush) egg predators in three regions of the Great Lakes","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2005,"Excessive mortality from spawning through the first year of life is likely responsible for recruitment failures in many lake trout (Salvelinus namaycush) populations. We evaluated relationships between interstitial predator species and lake trout egg deposition in three regions of the Great Lakes. The introduced crayfish Orconectes rusticus dominated the nearshore zone in northern Lake Michigan, whereas other sites in Lake Michigan and Parry Sound were dominated by native Orconectes propinquus. In Lake Champlain, sculpin (Cottus spp.) were the most common interstitial predator, yet densities were comparable with those in Lake Michigan. Predator densities in Lake Michigan (mean +/- standard error = 15.5 +/- 0.4 predators center dot m(-2)) were twice those in Lake Champlain or Parry Sound (6 +/- 1 predators center dot m(-2)). Densities of eggs were higher in Lake Champlain (2994.1 +/- 398.3 eggs center dot m(-2)) and Parry Sound (454.7 +/- 36.3) than in Lake Michigan (7.5 +/- 1.3; Kruskal-Wallis, P <= 0.05). Ratios of eggs to predator provide simple measures of the effectiveness of lake trout rehabilitation efforts. The average ratio calculated from 10 successful spawning locations is 190 eggs center dot predator(-1 center dot)m(-2). Ratios may help establish target egg densities for restoration efforts and the concentration of spawning adults required to allow survival to the fry stage.","10.1139/F05-141",NA,"44.893166","-82.455855","Salvelinus namaycush"
"77","Estimates of egg deposition and effects of lake trout (Salvelinus namaycush) egg predators in three regions of the Great Lakes","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2005,"Excessive mortality from spawning through the first year of life is likely responsible for recruitment failures in many lake trout (Salvelinus namaycush) populations. We evaluated relationships between interstitial predator species and lake trout egg deposition in three regions of the Great Lakes. The introduced crayfish Orconectes rusticus dominated the nearshore zone in northern Lake Michigan, whereas other sites in Lake Michigan and Parry Sound were dominated by native Orconectes propinquus. In Lake Champlain, sculpin (Cottus spp.) were the most common interstitial predator, yet densities were comparable with those in Lake Michigan. Predator densities in Lake Michigan (mean +/- standard error = 15.5 +/- 0.4 predators center dot m(-2)) were twice those in Lake Champlain or Parry Sound (6 +/- 1 predators center dot m(-2)). Densities of eggs were higher in Lake Champlain (2994.1 +/- 398.3 eggs center dot m(-2)) and Parry Sound (454.7 +/- 36.3) than in Lake Michigan (7.5 +/- 1.3; Kruskal-Wallis, P <= 0.05). Ratios of eggs to predator provide simple measures of the effectiveness of lake trout rehabilitation efforts. The average ratio calculated from 10 successful spawning locations is 190 eggs center dot predator(-1 center dot)m(-2). Ratios may help establish target egg densities for restoration efforts and the concentration of spawning adults required to allow survival to the fry stage.","10.1139/F05-141",NA,"43.85545","-87.08198","Salvelinus namaycush"
"78","Evidence for genetic differences in the offspring of two sympatric morphs of Arctic charr","Journal of Fish Biology",2002,"The sub-arctic Lake Fjellfrøsvatn, northern Norway, has two morphs of Arctic charr that are
reproductively isolated because they spawn 5 months apart. The smaller morph (14 cm LF)
is confined to the profundal zone of the lake and the larger morph is mainly littoral. Three
hypotheses were tested: (i) the offspring of the profundal Arctic charr grow slower than the
offspring of the littoral Arctic charr under identical conditions, thus indicating a genetic basis
for the slow growth of the profundal Arctic charr in the wild; (ii) the wild phenotypes of the two
morphs are morphometrically different and the differences are persistent in the offspring; (iii)
the offspring of the two morphs have different behaviour traits under similar treatments. The
first hypothesis was rejected; offspring of the profundal morph grew slightly better than
offspring of the littoral morph at 10 C in the laboratory. The second and third hypotheses
were supported by the data. Wild-caught fish of the two morphs differed in several
morphometric characters and most of the differences persisted in the offspring. In the
laboratory, offspring of the littoral morph were more active, more aggressive and more pelagic
than offspring of the profundal morph and naive offspring of the profundal morph were more
effective in eating live chironomid larvae than were offspring of the littoral morph. The data for
morphometry and behaviour, but not growth, provide evidence for genetic differences between
the two Arctic charr morphs of Fjellfrøsvatn.","10.1006/jfbi.2002.1905","https://doi.org/10.1111/j.1095-8649.2002.tb02419.x","69.083979","19.339072","Salvelinus alpinus"
"79","Evidence of lake trout reproduction at Lake Michigan's Mid-Lake Reef Complex","JOURNAL OF GREAT LAKES RESEARCH",2006,"The Mid-Lake Reef Complex (MLRC), a large area of deep (> 40 m) reefs, was a major site where indigenous lake trout (Salvelinus namaycush) in Lake Michigan aggregated during spawning. As part of an effort to restore Lake Michigan's lake trout, which were extirpated in the 1950s, yearling lake trout have been released over the MLRC since the mid-1980s and fall gill net censuses began to show large numbers of lake trout in spawning condition beginning about 1999. We report the first evidence of viable egg deposition and successful lake trout fry production at these deep reefs. Because the area's existing bathymetry and habitat were too poorly known for a priori selection of sampling sites, we used hydroacoustics to locate concentrations of large fish in the fall; fish were congregating around slopes and ridges. Subsequent observations via unmanned submersible confirmed the large fish to be lake trout. Our technological objectives were driven by biological objectives of locating where lake trout spawn, where lake trout fry were produced, and what fishes ate lake trout eggs and fry. The unmanned submersibles were equipped with a suction sampler and electroshocker to sample eggs deposited on the reef, draw out and occasionally catch emergent fry, and collect egg predators (slimy sculpin Cottus cognatus). We observed slimy sculpin to eat unusually high numbers of lake trout eggs. Our qualitative approaches are a first step toward quantitative assessments of the importance of lake trout spawning on the MLRC.","10.3394/0380-1330(2006)32[749:EOLTRA]2.0.CO;2",NA,"43.85545","-87.08198","Salvelinus namaycush"
"80","Evidence of lake trout spawning in Lake Erie","Journal of Great Lakes Research",2000,"In 1994 and 1995, 180 lake trout (Salvelinus namaycush) eggs were collected from two
spawning sites in southeastern Lake Erie. This provides the first evidence of spawning by lake trout in the
lake since stocking began in 1975. Egg abundances (11 and 63 eggs/m2) were similar to the mean
reported for natural spawning areas in Lake Ontario (52 eggs/m2). No spawning was evident at one site
sampled in northeastern Lake Erie in 1995.","10.1016/S0380-1330(00)70710-6","https://doi.org/10.1016/S0380-1330(00)70710-6","42.233753","-81.07358","Salvelinus namaycush"
"81","Evidence of lake trout spawning on a deep reef in Lake Michigan using an ROV-based egg collector","JOURNAL OF GREAT LAKES RESEARCH",1997,"We report the first evidence of egg deposition by stocked lake trout in deep water in the Great Lakes, on Julian's Reef in Lake Michigan. Historic information, and current data from Lake Superior, suggest that many native lake trout spawned in deep water, and therefore some stocking efforts have been focused on deep reefs. However, no evidence has been previously found to indicate that stocked lake trout spawn in areas deeper than 20m. The purpose of this study was to find evidence of lake trout spawning on Julian's Reef in Lake Michigan, a deepwater reef (minimum depth 27 m) which was an important spawning site for native strains of lake trout. We used a Phantom S2 ROV equipped with a suction sampler to obtain visual observations of lake trout and to collect eggs and egg predators (slimy sculpins). Five loose lake trout eggs and four sculpins were recovered; the three largest sculpins contained nine trout eggs. Adult lake trout were seen at rates above one per minute, in contrast to less than half that rate seen with similar equipment at Burns Harbor breakwell in Lake Michigan. We suggest future modifications of robotic ROV equipment to enhance in situ collections of lake trout eggs and culpins.",NA,NA,"43.85545","-87.08198","Salvelinus namaycush"
"82","Evidence of sound production by spawning lake trout (Salvelinus namaycush) in lakes Huron and Champlain","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2018,"Two sounds associated with spawning lake trout (Salvelinus namaycush) in lakes Huron and Champlain were characterized by comparing sound recordings with behavioral data collected using acoustic telemetry and video. These sounds werenamed"" growls"" and ""snaps"" and were heard on lake trout spawning reefs, but not on a nonspawning reef, and were more common at night than during the day. Growls also occurred more often during the spawning period than the prespawning period, while the trend for snaps was reversed. In a laboratory flume, sounds occurred when male lake trout were displaying spawning behaviors: growls when males were quivering and parallel swimming and snaps when males moved their jaw. Combining our results with the observation of possible sound production by spawning splake (Salvelinus fontinalis x Salvelinus namaycush hybrid) provides rare evidence for spawningrelated sound production by a salmonid or any other fish in the superorder Protacanthopterygii. Further characterization of these sounds could be useful for lake trout assessment, restoration, and control.","10.1139/cjfas-2016-0511",NA,"44.33413","-73.31610","Salvelinus namaycush"
"83","Evidence of sound production by spawning lake trout (Salvelinus namaycush) in lakes Huron and Champlain","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2018,"Two sounds associated with spawning lake trout (Salvelinus namaycush) in lakes Huron and Champlain were characterized by comparing sound recordings with behavioral data collected using acoustic telemetry and video. These sounds werenamed"" growls"" and ""snaps"" and were heard on lake trout spawning reefs, but not on a nonspawning reef, and were more common at night than during the day. Growls also occurred more often during the spawning period than the prespawning period, while the trend for snaps was reversed. In a laboratory flume, sounds occurred when male lake trout were displaying spawning behaviors: growls when males were quivering and parallel swimming and snaps when males moved their jaw. Combining our results with the observation of possible sound production by spawning splake (Salvelinus fontinalis x Salvelinus namaycush hybrid) provides rare evidence for spawningrelated sound production by a salmonid or any other fish in the superorder Protacanthopterygii. Further characterization of these sounds could be useful for lake trout assessment, restoration, and control.","10.1139/cjfas-2016-0511",NA,"44.893166","-82.455855","Salvelinus namaycush"
"84","Evidence of spawning by lake trout Salvelinus namaycush on substrates at the base of large boulders in northern Lake Huron","JOURNAL OF GREAT LAKES RESEARCH",2020,"Identification of lake trout spawning sites has focused on cobble substrates associated with bathymetric relief (e.g., 'contour' or 'slope' along reefs), but this 'model' may be narrow in scope. Previous telemetry work conducted near Drummond Island, USA, Lake Huron, identified egg presence in substrates at the base of large boulders (>1 m diameter); however, the extent of this phenomenon was unknown. Telemetry data paired with multi-beam bathymetry identified a 0.63 km(2) area used by lake trout characterized by low bathymetric relief and numerous (similar to 269) large boulders (>1 m diameter) with small-diameter substrates at their bases. Diver surveys revealed egg presence at all 40 boulders surveyed, exclusively associated with clean gravel-cobble (0.6-42 cm) substrates in undercut areas beneath overhanging edges of boulders and in narrow spaces between adjacent boulders. Egg presence was not associated with boulder or substrate physical characteristics which highlighted the possible importance of interstitial currents. Successful incubation in these habitats was inferred by capture of free embryos and post-embryos the following spring using traps and an electrofishing ROV although at lower densities than at popular spawning habitats nearby (1-3 km away). Free embryos and post-embryos were also caught where eggs were not observed the previous fall including unexpectedly on top of boulders which suggested that post-hatch stages may move more than previously thought. Extensive use of boulder-associated habitats for spawning, egg incubation, and early growth suggested this undescribed habitat type may provide an unanticipated contribution to total available lake trout spawning habitat and recruitment in the Great Lakes. Published by Elsevier B.V. on behalf of International Association for Great Lakes Research 2020.","10.1016/j.jglr.2020.09.015",NA,"44.893166","-82.455855","Salvelinus namaycush"
"85","Evolution of the spawning grounds of the Arctic char in Lake Geneva from 1981 to 2005","Archives des sciences",2005,"The capture of the Arctic Char in Lake Geneva is on the decrease since the year 2000, in spite of an important stocking effort In the 1980's the poor quality of the water in the lake probably did not allow for a significant success in the natural reproduction of this fish. On the other hand today, Lake Geneva being under way to re-oligotrophication, the eggs laid in the deep spawning ground sites should have more chance to hatch So that to check the evolution of the reproduction sites, the principal spawning ground sites of the Arctic Char were studied from 1981 to 2005, thanks to 69 dives (160 hours 22 minutes of observations) made by the submarine FA Fore! In Lake Geneva there are 9 sites of which each have one or several different spawning grounds These spawning grounds have the appearance of a great slide of gravel, stones and pebbles without any covering of sediment, which usually measure 1 to 5 cm in diameter, and are mostly situated between 50 and 120 metres deep. Maps of under water areas have been drawn up, which provides the exact position and location of these spawning grounds and their evolution in the course of time. The spawning grounds are mostly due to the outcome of the wilful immersion or not of gravel. This is the reason why many among them are situated in the lake below the quarries. Spawning grounds ofstrictly natural origin are rare because today the dynamic force of rivers is no longer able to drag gravel along and bring sufficient quantities of it to the depths of the lake. Certain spawning grounds seem remarkably stable in the course of time whereas others are more short-lived. Apparently 3 criteria appear fundamental to ensure the survival of a spawning ground (1) the constant provision of gravel, (2) the presence of water currents, (3) deep sites It is possible to re-create artificial spawning grounds by immerging gravel at certain places. This method may be very effective and the spawning grounds can be functional for several years. Hlowever without a constant supply of gravel they will become covered in silt after 3 or 4 years and the attractiveness of the surface, which draws the attention of the Arctic Char, will be reduced. Consequently, it is the intention to choose a few sites where, in turn, a certain quantity of clean gravel will be immersed each year, in order to propose a new fish management not only based on stocking but equally on the renaturation","10.5169/seals-738405","https://doi.org/10.5169/seals-738405","46.443634","6.487963","Salvelinus alpinus"
